X [ m ], Y [ m ], Z [ m ], Density [ kg m^-3 ], Pressure [ Pa ], Temperature [ K ], Velocity [ m s^-1 ]
-3.63325812e-02, -1.16556128e-02, -3.65639082e-03, 4.64298725e-01, 4.41291875e+05, 2.57006934e+03, 0.00000000e+00
-3.17994580e-02, -3.65528185e-03, -3.09005380e-03, 1.14051700e+00, 1.17570325e+06, 2.73441504e+03, 0.00000000e+00
-1.55679453e-02, -8.42795894e-02, -7.19492584e-02, 2.24283755e-01, 1.74043969e+05, 2.08399512e+03, 0.00000000e+00
-1.92926284e-02, -7.78850615e-02, -6.83009103e-02, 2.37167910e-01, 1.86298844e+05, 2.10952319e+03, 0.00000000e+00
-2.52065565e-02, -8.02271590e-02, -6.73758090e-02, 2.33588725e-01, 1.82880875e+05, 2.10261084e+03, 0.00000000e+00
-2.92945746e-02, -7.49987140e-02, -6.32815957e-02, 2.42246211e-01, 1.91267031e+05, 2.12055396e+03, 0.00000000e+00
1.90276420e-03, -1.03015311e-01, -8.07142183e-02, 1.96524441e-01, 1.48489813e+05, 2.02884827e+03, 0.00000000e+00
-3.53402318e-03, -1.02966003e-01, -8.06519389e-02, 1.96072832e-01, 1.48065125e+05, 2.02772070e+03, 0.00000000e+00
-8.60263314e-03, -9.65780243e-02, -7.79393092e-02, 2.05189183e-01, 1.56326422e+05, 2.04577258e+03, 0.00000000e+00
-1.25902090e-02, -9.18751210e-02, -7.55865052e-02, 2.12362349e-01, 1.62867031e+05, 2.05942944e+03, 0.00000000e+00
-5.56911528e-02, 3.67286876e-02, -2.04532538e-02, 3.52979255e+00, 4.55741300e+06, 3.46553027e+03, 0.00000000e+00
-4.83087711e-02, 3.02019045e-02, -1.84451099e-02, 3.49570799e+00, 4.50869400e+06, 3.46026270e+03, 0.00000000e+00
-4.05903012e-02, 2.46961210e-02, -1.54921776e-02, 3.36378670e+00, 4.30325500e+06, 3.43459229e+03, 0.00000000e+00
-6.35805726e-02, 4.44857739e-02, -1.65585391e-02, 3.54013944e+00, 4.57258700e+06, 3.46719580e+03, 0.00000000e+00
-6.71107993e-02, 5.04122041e-02, -1.70082729e-02, 3.54337120e+00, 4.57740450e+06, 3.46774219e+03, 0.00000000e+00
-7.10624605e-02, 5.78992441e-02, -1.43912537e-02, 3.54538369e+00, 4.58040500e+06, 3.46807739e+03, 0.00000000e+00
-7.30010048e-02, 6.45407587e-02, -1.42738568e-02, 3.54594517e+00, 4.58119750e+06, 3.46814233e+03, 0.00000000e+00
-7.29511827e-02, 6.94906563e-02, -1.84888579e-02, 3.54569507e+00, 4.58078100e+06, 3.46807568e+03, 0.00000000e+00
-7.22405687e-02, 7.44982287e-02, -2.26109810e-02, 3.54488039e+00, 4.57950200e+06, 3.46790234e+03, 0.00000000e+00
-7.09879398e-02, 7.94983134e-02, -2.65950877e-02, 3.54374957e+00, 4.57770500e+06, 3.46764551e+03, 0.00000000e+00
-6.94149286e-02, 8.44716355e-02, -3.04656122e-02, 3.54268837e+00, 4.57599300e+06, 3.46738867e+03, 0.00000000e+00
-6.73826784e-02, 9.13099498e-02, -3.47023867e-02, 3.54153228e+00, 4.57412700e+06, 3.46710547e+03, 0.00000000e+00
-4.48639430e-02, 1.31718174e-01, -6.10692911e-02, 3.53960752e+00, 4.57087100e+06, 3.46652222e+03, 0.00000000e+00
-4.81603034e-02, 1.26744851e-01, -5.85048385e-02, 3.53968573e+00, 4.57102900e+06, 3.46656445e+03, 0.00000000e+00
-5.13103642e-02, 1.21771537e-01, -5.57626896e-02, 3.53977776e+00, 4.57120100e+06, 3.46660522e+03, 0.00000000e+00
-5.43045700e-02, 1.16798215e-01, -5.28511591e-02, 3.53990388e+00, 4.57142650e+06, 3.46665259e+03, 0.00000000e+00
-4.14313041e-02, 1.36691496e-01, -6.34482354e-02, 3.53956676e+00, 4.57078100e+06, 3.46649341e+03, 0.00000000e+00
-2.85067130e-02, 1.54098108e-01, -7.02421069e-02, 3.53952599e+00, 4.57062150e+06, 3.46641260e+03, 0.00000000e+00
-3.92284803e-02, 1.46016479e-01, -6.48521930e-02, 3.53952885e+00, 4.57067300e+06, 3.46644897e+03, 0.00000000e+00
-3.41993123e-02, 1.51611462e-01, -6.76212832e-02, 3.53952265e+00, 4.57063050e+06, 3.46642236e+03, 0.00000000e+00
-2.45935898e-02, 1.59071431e-01, -7.17059374e-02, 3.53952980e+00, 4.57060150e+06, 3.46639331e+03, 0.00000000e+00
-2.06057671e-02, 1.64044753e-01, -7.29519576e-02, 3.53953862e+00, 4.57058800e+06, 3.46637451e+03, 0.00000000e+00
-1.65553745e-02, 1.69018090e-01, -7.39763901e-02, 3.53955030e+00, 4.57058100e+06, 3.46635840e+03, 0.00000000e+00
-1.24547193e-02, 1.73991397e-01, -7.47761056e-02, 3.53956342e+00, 4.57057850e+06, 3.46634326e+03, 0.00000000e+00
-7.79633364e-03, 1.80829704e-01, -7.53916353e-02, 3.53958678e+00, 4.57058100e+06, 3.46632227e+03, 0.00000000e+00
-2.07734574e-03, 1.86424688e-01, -7.57493302e-02, 3.53960490e+00, 4.57058600e+06, 3.46630835e+03, 0.00000000e+00
2.08815117e-03, 1.91398025e-01, -7.57487342e-02, 3.53963184e+00, 4.57059650e+06, 3.46628955e+03, 0.00000000e+00
6.25811145e-03, 1.96371332e-01, -7.55186528e-02, 3.53965378e+00, 4.57060650e+06, 3.46627539e+03, 0.00000000e+00
1.04090637e-02, 2.01344654e-01, -7.50591978e-02, 3.53967810e+00, 4.57061950e+06, 3.46626221e+03, 0.00000000e+00
1.45284077e-02, 2.06317961e-01, -7.43717477e-02, 3.53969574e+00, 4.57063000e+06, 3.46625244e+03, 0.00000000e+00
1.70864109e-02, 2.11912975e-01, -7.38426372e-02, 3.53972602e+00, 4.57064800e+06, 3.46623682e+03, 0.00000000e+00
2.46181097e-02, 2.13777959e-01, -7.16975257e-02, 3.53974032e+00, 4.57066100e+06, 3.46623218e+03, 0.00000000e+00
2.85307318e-02, 2.18751267e-01, -7.02323541e-02, 3.53978491e+00, 4.57070400e+06, 3.46622119e+03, 0.00000000e+00
3.23528610e-02, 2.23724604e-01, -6.85556605e-02, 3.53983307e+00, 4.57075200e+06, 3.46621338e+03, 0.00000000e+00
4.65628915e-02, 2.23724604e-01, -5.98204285e-02, 3.53983402e+00, 4.57075400e+06, 3.46621387e+03, 0.00000000e+00
5.85185029e-02, 2.23724604e-01, -4.81889099e-02, 3.53983593e+00, 4.57075700e+06, 3.46621436e+03, 0.00000000e+00
6.13842532e-02, 2.16886282e-01, -4.44595814e-02, 3.53975940e+00, 4.57068100e+06, 3.46622900e+03, 0.00000000e+00
6.45599514e-02, 2.11291313e-01, -3.96767296e-02, 3.53972077e+00, 4.57065350e+06, 3.46624585e+03, 0.00000000e+00
6.66478127e-02, 2.06317961e-01, -3.60596776e-02, 3.53967953e+00, 4.57063450e+06, 3.46627173e+03, 0.00000000e+00
6.85332119e-02, 2.01344654e-01, -3.23331058e-02, 3.53965306e+00, 4.57062450e+06, 3.46628979e+03, 0.00000000e+00
7.02104419e-02, 1.96371332e-01, -2.85083223e-02, 3.53961873e+00, 4.57061100e+06, 3.46631348e+03, 0.00000000e+00
7.16744214e-02, 1.91398025e-01, -2.45969351e-02, 3.53958607e+00, 4.57060000e+06, 3.46633765e+03, 0.00000000e+00
7.33463839e-02, 1.85803026e-01, -1.91046875e-02, 3.53954315e+00, 4.57059100e+06, 3.46637183e+03, 0.00000000e+00
7.47455880e-02, 1.76478043e-01, -1.24630928e-02, 3.53946972e+00, 4.57058200e+06, 3.46643799e+03, 0.00000000e+00
7.53186941e-02, 1.71504736e-01, -8.32619518e-03, 3.53945947e+00, 4.57058300e+06, 3.46644800e+03, 0.00000000e+00
7.56630152e-02, 1.66531429e-01, -4.16400330e-03, 3.53946447e+00, 4.57058650e+06, 3.46644482e+03, 0.00000000e+00
7.56618232e-02, 1.56584769e-01, 4.18564770e-03, 3.53947353e+00, 4.57061150e+06, 3.46645679e+03, 0.00000000e+00
7.53163099e-02, 1.51611462e-01, 8.34774133e-03, 3.53947163e+00, 4.57063650e+06, 3.46647705e+03, 0.00000000e+00
7.57772848e-02, 1.65909767e-01, 1.57600176e-03, 3.53949213e+00, 4.57058800e+06, 3.46641992e+03, 0.00000000e+00
7.47420192e-02, 1.46638140e-01, 1.24844750e-02, 3.53947592e+00, 4.57067150e+06, 3.46649927e+03, 0.00000000e+00
7.39406943e-02, 1.41664818e-01, 1.65832732e-02, 3.53949380e+00, 4.57073700e+06, 3.46653125e+03, 0.00000000e+00
7.29147792e-02, 1.36691496e-01, 2.06316914e-02, 3.53952026e+00, 4.57081000e+06, 3.46656030e+03, 0.00000000e+00
7.29147717e-02, 1.26744851e-01, 2.06316914e-02, 3.53960943e+00, 4.57100150e+06, 3.46661841e+03, 0.00000000e+00
7.16673806e-02, 1.21771537e-01, 2.46174391e-02, 3.53969359e+00, 4.57116200e+06, 3.46665820e+03, 0.00000000e+00
6.96130469e-02, 1.16176538e-01, 2.99783982e-02, 3.53983665e+00, 4.57141750e+06, 3.46671191e+03, 0.00000000e+00
6.94149360e-02, 1.09338231e-01, 3.04656010e-02, 3.54010487e+00, 4.57188100e+06, 3.46680029e+03, 0.00000000e+00
6.76310807e-02, 1.04364909e-01, 3.42435837e-02, 3.54036570e+00, 4.57231900e+06, 3.46687744e+03, 0.00000000e+00
6.56417832e-02, 9.93916020e-02, 3.79175618e-02, 3.54071522e+00, 4.57289800e+06, 3.46697412e+03, 0.00000000e+00
6.56417832e-02, 9.44182798e-02, 3.79175618e-02, 3.54118419e+00, 4.57366400e+06, 3.46709570e+03, 0.00000000e+00
6.34531006e-02, 8.94449577e-02, 4.14763838e-02, 3.54181314e+00, 4.57468550e+06, 3.46725415e+03, 0.00000000e+00
-6.31557256e-02, 1.01256587e-01, -4.19050753e-02, 3.54058623e+00, 4.57258000e+06, 3.46685913e+03, 0.00000000e+00
-5.97895198e-02, 1.11824892e-01, -4.65558171e-02, 3.54007530e+00, 4.57172450e+06, 3.46671143e+03, 0.00000000e+00
-5.71338087e-02, 1.16798215e-01, -4.97791022e-02, 3.53990293e+00, 4.57142600e+06, 3.46665381e+03, 0.00000000e+00
4.21890989e-02, 3.99941429e-02, 4.58499193e-02, 3.53662658e+00, 4.56747900e+06, 3.46667578e+03, 0.00000000e+00
3.62178981e-02, 3.58360410e-02, 4.58515212e-02, 3.52933979e+00, 4.55685650e+06, 3.46553174e+03, 0.00000000e+00
2.97223739e-02, 3.02019045e-02, 4.23147716e-02, 3.49677753e+00, 4.51044450e+06, 3.46057861e+03, 0.00000000e+00
2.52454299e-02, 2.65785437e-02, 3.86610776e-02, 3.43703771e+00, 4.41960450e+06, 3.44976953e+03, 0.00000000e+00
1.85876302e-02, 2.26876847e-02, 3.67527790e-02, 3.29240084e+00, 4.19542950e+06, 3.41996533e+03, 0.00000000e+00
1.38623044e-02, 1.23645244e-02, 3.09437513e-02, 2.78291297e+00, 3.42803150e+06, 3.29870679e+03, 0.00000000e+00
6.10716641e-02, 8.44716355e-02, 4.49092202e-02, 3.54265189e+00, 4.57604600e+06, 3.46746436e+03, 0.00000000e+00
5.97888827e-02, 7.69928843e-02, 4.65553030e-02, 3.54446220e+00, 4.57895700e+06, 3.46789673e+03, 0.00000000e+00
5.67213334e-02, 6.95005357e-02, 4.94197011e-02, 3.54568434e+00, 4.58087350e+06, 3.46815674e+03, 0.00000000e+00
5.28991520e-02, 6.21100292e-02, 5.14833406e-02, 3.54589820e+00, 4.58123900e+06, 3.46821826e+03, 0.00000000e+00
4.60875146e-02, 4.82181944e-02, 5.00866063e-02, 3.54278588e+00, 4.57661300e+06, 3.46770801e+03, 0.00000000e+00
4.89597395e-02, 5.73176518e-02, 5.32080643e-02, 3.54538631e+00, 4.58049850e+06, 3.46814600e+03, 0.00000000e+00
7.24607632e-02, -9.19011459e-02, -2.48667747e-02, 2.10955292e-01, 1.64570094e+05, 2.09487451e+03, 0.00000000e+00
7.18187019e-02, -9.42477211e-02, -2.91613173e-02, 2.08506823e-01, 1.61993922e+05, 2.08631299e+03, 0.00000000e+00
7.31551573e-02, -1.03015311e-01, -3.41574103e-02, 1.96130410e-01, 1.50451219e+05, 2.05976904e+03, 0.00000000e+00
7.19105303e-02, -1.04476325e-01, -3.78414243e-02, 1.94438025e-01, 1.48608313e+05, 2.05222900e+03, 0.00000000e+00
7.08680451e-02, -1.07987575e-01, -4.22124788e-02, 1.90543905e-01, 1.44776953e+05, 2.04015405e+03, 0.00000000e+00
3.54120173e-02, -3.54532301e-02, 3.59441973e-02, 3.57295096e-01, 3.14518000e+05, 2.36529077e+03, 0.00000000e+00
3.99180166e-02, -4.15504202e-02, 3.59567106e-02, 3.34903032e-01, 2.88798406e+05, 2.31663306e+03, 0.00000000e+00
4.51296046e-02, -4.82613072e-02, 3.51405554e-02, 3.13480824e-01, 2.65254000e+05, 2.27324976e+03, 0.00000000e+00
1.13803092e-02, 2.16100132e-03, 2.93371845e-02, 1.92465913e+00, 2.21686325e+06, 3.04753271e+03, 0.00000000e+00
1.33889997e-02, -6.53108628e-03, 3.04555204e-02, 7.02810585e-01, 6.71187250e+05, 2.60314600e+03, 0.00000000e+00
2.31807325e-02, -2.30969712e-02, 3.67501080e-02, 4.02902126e-01, 3.69641594e+05, 2.46486816e+03, 0.00000000e+00
1.69896893e-02, -1.55367665e-02, 3.50152068e-02, 4.25919175e-01, 4.01560875e+05, 2.53485303e+03, 0.00000000e+00
2.76103374e-02, -3.10533699e-02, 3.92904729e-02, 3.74586970e-01, 3.34003813e+05, 2.39599927e+03, 0.00000000e+00
3.13060358e-02, -3.84219028e-02, 4.15921770e-02, 3.45132232e-01, 3.00071750e+05, 2.33598145e+03, 0.00000000e+00
4.88470346e-02, -5.27589545e-02, 3.38841528e-02, 2.99019337e-01, 2.50082531e+05, 2.24676758e+03, 0.00000000e+00
5.33705242e-02, -5.66971563e-02, 3.03178765e-02, 2.84990937e-01, 2.35502000e+05, 2.21982300e+03, 0.00000000e+00
5.80009706e-02, -6.12387061e-02, 2.59515475e-02, 2.72864610e-01, 2.23035938e+05, 2.19562769e+03, 0.00000000e+00
6.03461117e-02, -6.18252233e-02, 2.07285732e-02, 2.73747802e-01, 2.23879250e+05, 2.19679150e+03, 0.00000000e+00
6.32858351e-02, -6.69477358e-02, 1.93439964e-02, 2.60761797e-01, 2.10828172e+05, 2.17168579e+03, 0.00000000e+00
6.63225949e-02, -7.09826946e-02, 1.48746334e-02, 2.51722515e-01, 2.02083531e+05, 2.15622656e+03, 0.00000000e+00
6.87525496e-02, -7.32630193e-02, 5.70903858e-03, 2.45521128e-01, 1.96502875e+05, 2.14946875e+03, 0.00000000e+00
7.16833845e-02, -7.96287507e-02, 1.47582183e-03, 2.31630310e-01, 1.83392672e+05, 2.12639600e+03, 0.00000000e+00
7.37338364e-02, -8.48807022e-02, -4.05784836e-03, 2.23249823e-01, 1.76098094e+05, 2.11850879e+03, 0.00000000e+00
6.90218434e-02, -7.55943209e-02, 1.15289390e-02, 2.41928577e-01, 1.92574656e+05, 2.13785156e+03, 0.00000000e+00
7.64577240e-02, -9.42477286e-02, -1.27485562e-02, 2.08318770e-01, 1.62340938e+05, 2.09268384e+03, 0.00000000e+00
7.70439580e-02, -9.42477286e-02, -8.51691328e-03, 2.08061144e-01, 1.62151719e+05, 2.09310864e+03, 0.00000000e+00
7.73553327e-02, -9.89601463e-02, -1.73258353e-02, 2.01315299e-01, 1.55977531e+05, 2.08056250e+03, 0.00000000e+00
7.54372030e-02, -9.66040343e-02, -2.13220995e-02, 2.03784496e-01, 1.58137500e+05, 2.08379175e+03, 0.00000000e+00
6.98813498e-02, -1.10810600e-01, -4.56455946e-02, 1.87317386e-01, 1.41707969e+05, 2.03129919e+03, 0.00000000e+00
6.97108880e-02, -1.15589365e-01, -4.86690402e-02, 1.82200089e-01, 1.37102547e+05, 2.02041589e+03, 0.00000000e+00
6.37157038e-02, -1.19173549e-01, -5.80464974e-02, 1.79099649e-01, 1.33670781e+05, 2.00390552e+03, 0.00000000e+00
6.84413239e-02, -1.21339686e-01, -5.34660146e-02, 1.76753223e-01, 1.32057375e+05, 2.00597290e+03, 0.00000000e+00
1.29092885e-02, -9.65780169e-02, -7.73426965e-02, 2.04993442e-01, 1.56231172e+05, 2.04647998e+03, 0.00000000e+00
7.98567012e-03, -1.02965958e-01, -8.03330988e-02, 1.95933789e-01, 1.47990141e+05, 2.02813184e+03, 0.00000000e+00
6.03376143e-02, -1.23336896e-01, -6.33433089e-02, 1.75256163e-01, 1.30133516e+05, 1.99365747e+03, 0.00000000e+00
5.44217750e-02, -1.22942924e-01, -6.83400929e-02, 1.75603062e-01, 1.30277578e+05, 1.99192822e+03, 0.00000000e+00
4.95337211e-02, -1.26150623e-01, -7.31339529e-02, 1.73099726e-01, 1.28007227e+05, 1.98546704e+03, 0.00000000e+00
4.46219407e-02, -1.28239766e-01, -7.69373253e-02, 1.71440005e-01, 1.26564961e+05, 1.98211780e+03, 0.00000000e+00
3.94081324e-02, -1.23742990e-01, -7.82257840e-02, 1.75185576e-01, 1.29800016e+05, 1.98933752e+03, 0.00000000e+00
3.30940410e-02, -1.22491740e-01, -8.07150826e-02, 1.76050663e-01, 1.30478867e+05, 1.98993176e+03, 0.00000000e+00
2.65792105e-02, -1.14153244e-01, -8.02777782e-02, 1.84005544e-01, 1.37467531e+05, 2.00591528e+03, 0.00000000e+00
2.81989742e-02, -1.19921081e-01, -8.17044899e-02, 1.78243265e-01, 1.32394000e+05, 1.99427039e+03, 0.00000000e+00
2.07432490e-02, -1.08875223e-01, -8.01443085e-02, 1.89524338e-01, 1.42318828e+05, 2.01630969e+03, 0.00000000e+00
1.35061769e-02, -1.06639951e-01, -8.09208825e-02, 1.92203954e-01, 1.44657359e+05, 2.02083643e+03, 0.00000000e+00
-3.56775001e-02, 1.84413772e-02, -1.13836732e-02, 3.08838296e+00, 3.88494400e+06, 3.37340967e+03, 0.00000000e+00
-3.23163532e-02, 1.05074802e-02, -7.81015353e-03, 2.64788389e+00, 3.23277800e+06, 3.26322046e+03, 0.00000000e+00
-3.21852043e-02, 8.48380011e-03, -4.74461401e-03, 2.48700857e+00, 2.99980025e+06, 3.22141064e+03, 0.00000000e+00
-4.15548198e-02, -5.21790348e-02, -4.21234444e-02, 2.99421251e-01, 2.49538266e+05, 2.23883740e+03, 0.00000000e+00
-3.49745415e-02, -7.55943209e-02, -6.06111586e-02, 2.42864400e-01, 1.91947406e+05, 2.12264258e+03, 0.00000000e+00
-3.81752700e-02, -7.03900084e-02, -5.59326597e-02, 2.52168477e-01, 2.01110531e+05, 2.14204297e+03, 0.00000000e+00
-3.98331061e-02, -6.40841350e-02, -5.12039475e-02, 2.68068582e-01, 2.17026484e+05, 2.17440967e+03, 0.00000000e+00
-4.39701267e-02, -6.12387061e-02, -4.58718203e-02, 2.74260938e-01, 2.23346375e+05, 2.18745850e+03, 0.00000000e+00
-4.36621122e-02, -4.76848558e-02, -3.65060307e-02, 3.13235283e-01, 2.64337406e+05, 2.26714600e+03, 0.00000000e+00
-4.51076664e-02, -4.37880196e-02, -3.12902443e-02, 3.28184724e-01, 2.80690219e+05, 2.29782715e+03, 0.00000000e+00
-4.70868237e-02, -4.32151482e-02, -2.76540518e-02, 3.27835321e-01, 2.80190000e+05, 2.29621704e+03, 0.00000000e+00
-4.70746681e-02, -3.84288840e-02, -2.22256649e-02, 3.44881713e-01, 2.99135781e+05, 2.33032788e+03, 0.00000000e+00
-4.68104258e-02, -3.43511328e-02, -1.71478614e-02, 3.59152675e-01, 3.15421938e+05, 2.35977759e+03, 0.00000000e+00
-4.40107211e-02, -2.55910512e-02, -8.94012023e-03, 3.91048402e-01, 3.53740750e+05, 2.43060400e+03, 0.00000000e+00
-4.91663218e-02, -3.62311117e-02, -1.30715538e-02, 3.55612993e-01, 3.11119500e+05, 2.35058594e+03, 0.00000000e+00
-4.21959609e-02, -2.12512389e-02, -3.81646701e-03, 4.06024963e-01, 3.73129094e+05, 2.46918188e+03, 0.00000000e+00
-3.75858024e-02, -1.33677041e-02, 4.96373628e-04, 4.33946550e-01, 4.12291094e+05, 2.55659180e+03, 0.00000000e+00
-3.19203772e-02, -3.65549419e-03, 1.35162345e-03, 1.14133036e+00, 1.17656600e+06, 2.73463477e+03, 0.00000000e+00
-3.23679522e-02, 8.06072354e-03, -1.34936650e-03, 2.47547913e+00, 2.98300175e+06, 3.21794604e+03, 0.00000000e+00
-2.00033616e-02, -8.89507160e-02, -7.27812275e-02, 2.16299966e-01, 1.66540422e+05, 2.06768066e+03, 0.00000000e+00
-2.65268069e-02, -8.95543993e-02, -7.09047392e-02, 2.16985971e-01, 1.67197563e+05, 2.06923926e+03, 0.00000000e+00
-2.96465307e-02, -8.48807022e-02, -6.76330402e-02, 2.25013897e-01, 1.74758844e+05, 2.08572168e+03, 0.00000000e+00
-3.24660949e-02, -8.02271590e-02, -6.41936287e-02, 2.33628124e-01, 1.82987750e+05, 2.10348096e+03, 0.00000000e+00
4.38547041e-03, -1.07472174e-01, -8.22099894e-02, 1.90751731e-01, 1.43310047e+05, 2.01727124e+03, 0.00000000e+00
-1.83443294e-03, -1.09322026e-01, -8.29158872e-02, 1.89082846e-01, 1.41781547e+05, 2.01336133e+03, 0.00000000e+00
-8.73000920e-03, -1.04404271e-01, -8.07844698e-02, 1.94977775e-01, 1.47064063e+05, 2.02531116e+03, 0.00000000e+00
-1.51763586e-02, -9.89601463e-02, -7.78055862e-02, 2.02631459e-01, 1.53977672e+05, 2.04049695e+03, 0.00000000e+00
-5.74150346e-02, 3.67286876e-02, -1.49450200e-02, 3.52981043e+00, 4.55743750e+06, 3.46553174e+03, 0.00000000e+00
-4.84740287e-02, 2.94803679e-02, -1.47701632e-02, 3.49260688e+00, 4.50407250e+06, 3.45972437e+03, 0.00000000e+00
-4.01595682e-02, 2.26590727e-02, -9.00689606e-03, 3.29088831e+00, 4.19253525e+06, 3.41917700e+03, 0.00000000e+00
-6.15965724e-02, 4.04676944e-02, -1.16254371e-02, 3.53625035e+00, 4.56684700e+06, 3.46655640e+03, 0.00000000e+00
-6.60831928e-02, 4.60631214e-02, -9.17550270e-03, 3.54126191e+00, 4.57426500e+06, 3.46739063e+03, 0.00000000e+00
-6.93557709e-02, 5.20864874e-02, -1.01352418e-02, 3.54415417e+00, 4.57857900e+06, 3.46787793e+03, 0.00000000e+00
-7.18659014e-02, 5.73176518e-02, -7.96531606e-03, 3.54542875e+00, 4.58047250e+06, 3.46808496e+03, 0.00000000e+00
-7.41282478e-02, 6.45407587e-02, -6.15571253e-03, 3.54594755e+00, 4.58120300e+06, 3.46814404e+03, 0.00000000e+00
-7.45424479e-02, 6.94906563e-02, -1.03506260e-02, 3.54569578e+00, 4.58078900e+06, 3.46808105e+03, 0.00000000e+00
-7.42896497e-02, 7.44982287e-02, -1.45259229e-02, 3.54488087e+00, 4.57950850e+06, 3.46790625e+03, 0.00000000e+00
-7.33409151e-02, 8.13633054e-02, -1.91256795e-02, 3.54322004e+00, 4.57685650e+06, 3.46752124e+03, 0.00000000e+00
-7.16673732e-02, 8.69582966e-02, -2.46174540e-02, 3.54211903e+00, 4.57507700e+06, 3.46725146e+03, 0.00000000e+00
-7.02022836e-02, 9.19316113e-02, -2.85284165e-02, 3.54158926e+00, 4.57422100e+06, 3.46712109e+03, 0.00000000e+00
-6.85239583e-02, 9.93915945e-02, -3.23527232e-02, 3.54076338e+00, 4.57287500e+06, 3.46690967e+03, 0.00000000e+00
-6.66374862e-02, 1.01878256e-01, -3.60787548e-02, 3.54052520e+00, 4.57248350e+06, 3.46684570e+03, 0.00000000e+00
-4.97715026e-02, 1.34204820e-01, -5.71785234e-02, 3.53959060e+00, 4.57083650e+06, 3.46651245e+03, 0.00000000e+00
-4.61253114e-02, 1.41043156e-01, -6.01426363e-02, 3.53954339e+00, 4.57072450e+06, 3.46647339e+03, 0.00000000e+00
-5.28460406e-02, 1.29231527e-01, -5.43496311e-02, 3.53964281e+00, 4.57094600e+06, 3.46654370e+03, 0.00000000e+00
-5.57600558e-02, 1.24258183e-01, -5.13556451e-02, 3.53971672e+00, 4.57109000e+06, 3.46658057e+03, 0.00000000e+00
-3.23332436e-02, 1.59071431e-01, -6.85649142e-02, 3.53952670e+00, 4.57060100e+06, 3.46639551e+03, 0.00000000e+00
-4.31786478e-02, 1.49124816e-01, -6.23072274e-02, 3.53952384e+00, 4.57065200e+06, 3.46643799e+03, 0.00000000e+00
-3.96803692e-02, 1.54098108e-01, -6.45914450e-02, 3.53952169e+00, 4.57062150e+06, 3.46641699e+03, 0.00000000e+00
-2.80180741e-02, 1.65909767e-01, -7.04249144e-02, 3.53954101e+00, 4.57058350e+06, 3.46636914e+03, 0.00000000e+00
-2.26017144e-02, 1.71504736e-01, -7.23283738e-02, 3.53955865e+00, 4.57057900e+06, 3.46634790e+03, 0.00000000e+00
-1.85826235e-02, 1.76478043e-01, -7.34637156e-02, 3.53957081e+00, 4.57057850e+06, 3.46633594e+03, 0.00000000e+00
-1.45071233e-02, 1.81451380e-01, -7.43758976e-02, 3.53959227e+00, 4.57058200e+06, 3.46631763e+03, 0.00000000e+00
-1.03875855e-02, 1.86424688e-01, -7.50621706e-02, 3.53960514e+00, 4.57058600e+06, 3.46630762e+03, 0.00000000e+00
-6.23652665e-03, 1.91398025e-01, -7.55204409e-02, 3.53963113e+00, 4.57059600e+06, 3.46629004e+03, 0.00000000e+00
-3.63917253e-03, 1.96992993e-01, -7.57064968e-02, 3.53965116e+00, 4.57060500e+06, 3.46627710e+03, 0.00000000e+00
2.08815117e-03, 2.01344654e-01, -7.57487342e-02, 3.53967762e+00, 4.57061900e+06, 3.46626172e+03, 0.00000000e+00
6.25811145e-03, 2.06317961e-01, -7.55186528e-02, 3.53969598e+00, 4.57063000e+06, 3.46625244e+03, 0.00000000e+00
1.04090637e-02, 2.11291313e-01, -7.50591978e-02, 3.53972816e+00, 4.57064950e+06, 3.46623560e+03, 0.00000000e+00
1.65806711e-02, 2.18751267e-01, -7.39707202e-02, 3.53978491e+00, 4.57070350e+06, 3.46622095e+03, 0.00000000e+00
2.26224083e-02, 2.18751281e-01, -7.23219067e-02, 3.53978491e+00, 4.57070400e+06, 3.46622168e+03, 0.00000000e+00
6.45599514e-02, 2.23724604e-01, -3.96767445e-02, 3.53983784e+00, 4.57076050e+06, 3.46621582e+03, 0.00000000e+00
6.56547472e-02, 2.18751267e-01, -3.78951319e-02, 3.53978300e+00, 4.57071050e+06, 3.46622778e+03, 0.00000000e+00
6.76427782e-02, 2.13777959e-01, -3.42204683e-02, 3.53973103e+00, 4.57066550e+06, 3.46624487e+03, 0.00000000e+00
6.94253445e-02, 2.08804652e-01, -3.04418709e-02, 3.53969383e+00, 4.57064450e+06, 3.46626563e+03, 0.00000000e+00
7.09970295e-02, 2.03831315e-01, -2.65708063e-02, 3.53966093e+00, 4.57063050e+06, 3.46628711e+03, 0.00000000e+00
7.23530650e-02, 1.98857978e-01, -2.26190276e-02, 3.53962660e+00, 4.57061600e+06, 3.46631006e+03, 0.00000000e+00
7.34893233e-02, 1.93884671e-01, -1.85985398e-02, 3.53958750e+00, 4.57060450e+06, 3.46633887e+03, 0.00000000e+00
7.44881704e-02, 1.87046349e-01, -1.40069341e-02, 3.53953362e+00, 4.57059150e+06, 3.46638184e+03, 0.00000000e+00
7.53186941e-02, 1.81451380e-01, -8.32619518e-03, 3.53951216e+00, 4.57058650e+06, 3.46639868e+03, 0.00000000e+00
7.56630152e-02, 1.76478043e-01, -4.16400330e-03, 3.53950214e+00, 4.57058300e+06, 3.46640576e+03, 0.00000000e+00
