X [ m ], Y [ m ], Z [ m ], Density [ kg m^-3 ], Pressure [ Pa ], Temperature [ K ], Velocity [ m s^-1 ]
6.06642514e-02, 6.21100292e-02, -4.20559496e-02, 3.54591346e+00, 4.58123750e+06, 3.46820117e+03, 0.00000000e+00
6.16023205e-02, 5.73176518e-02, -3.78590561e-02, 3.54539919e+00, 4.58051500e+06, 3.46814624e+03, 0.00000000e+00
6.20960891e-02, 7.19978586e-02, -4.30485792e-02, 3.54528522e+00, 4.58021800e+06, 3.46805029e+03, 0.00000000e+00
4.14750427e-02, 3.02019045e-02, -3.08833253e-02, 3.49624228e+00, 4.50953750e+06, 3.46039502e+03, 0.00000000e+00
3.44017558e-02, 2.57496331e-02, -2.89706551e-02, 3.40385389e+00, 4.36671300e+06, 3.44279102e+03, 0.00000000e+00
4.91535105e-02, 3.58360410e-02, -3.15916128e-02, 3.52927923e+00, 4.55673800e+06, 3.46550000e+03, 0.00000000e+00
6.18991069e-02, 5.26637137e-02, -3.34904045e-02, 3.54406977e+00, 4.57855400e+06, 3.46794165e+03, 0.00000000e+00
6.03338107e-02, 4.60937992e-02, -2.84647364e-02, 3.54141402e+00, 4.57460450e+06, 3.46750171e+03, 0.00000000e+00
5.18149883e-02, 3.62897962e-02, -2.80344076e-02, 3.53051805e+00, 4.55857400e+06, 3.46572192e+03, 0.00000000e+00
2.75579337e-02, 1.89579464e-02, -2.59326119e-02, 3.12725973e+00, 3.94411350e+06, 3.38251440e+03, 0.00000000e+00
2.18585134e-02, 1.10854032e-02, -2.53245216e-02, 2.71316385e+00, 3.32760525e+06, 3.28017139e+03, 0.00000000e+00
1.85295623e-02, 8.44286848e-03, -2.67350338e-02, 2.48146582e+00, 2.99275125e+06, 3.21996826e+03, 0.00000000e+00
1.60531178e-02, 1.10729411e-02, -2.93445382e-02, 2.71285105e+00, 3.32731225e+06, 3.28013110e+03, 0.00000000e+00
1.57673918e-02, 1.89419109e-02, -3.43865529e-02, 3.12706852e+00, 3.94350850e+06, 3.38219873e+03, 0.00000000e+00
1.37576200e-02, 3.02019045e-02, -4.98466343e-02, 3.49563432e+00, 4.50851050e+06, 3.46019214e+03, 0.00000000e+00
1.01436041e-02, 3.67286876e-02, -5.84546626e-02, 3.52973819e+00, 4.55730700e+06, 3.46550342e+03, 0.00000000e+00
1.28358025e-02, 1.97226685e-02, -3.62181887e-02, 3.18416166e+00, 4.03016925e+06, 3.39541113e+03, 0.00000000e+00
1.07317828e-02, 2.48850454e-02, -4.23754044e-02, 3.37035894e+00, 4.31336550e+06, 3.43569678e+03, 0.00000000e+00
6.48953533e-03, 4.04676981e-02, -6.23472109e-02, 3.53616691e+00, 4.56670550e+06, 3.46652979e+03, 0.00000000e+00
3.67688714e-03, 4.60631251e-02, -6.66157529e-02, 3.54121208e+00, 4.57416950e+06, 3.46736646e+03, 0.00000000e+00
-4.46810562e-04, 4.87523936e-02, -6.83559403e-02, 3.54258561e+00, 4.57621700e+06, 3.46759839e+03, 0.00000000e+00
-3.91939469e-03, 5.49650937e-02, -7.12512955e-02, 3.54477930e+00, 4.57948400e+06, 3.46796118e+03, 0.00000000e+00
8.78378250e-06, 5.96866086e-02, -7.30803832e-02, 3.54563427e+00, 4.58074150e+06, 3.46809253e+03, 0.00000000e+00
1.24622080e-02, 7.44982362e-02, -7.46635720e-02, 3.54487562e+00, 4.57948200e+06, 3.46789209e+03, 0.00000000e+00
1.70864109e-02, 8.13633054e-02, -7.38426372e-02, 3.54322076e+00, 4.57684650e+06, 3.46751343e+03, 0.00000000e+00
2.26224083e-02, 8.69582966e-02, -7.23218992e-02, 3.54211998e+00, 4.57507500e+06, 3.46724902e+03, 0.00000000e+00
2.65724584e-02, 9.19316113e-02, -7.09657371e-02, 3.54158926e+00, 4.57422200e+06, 3.46712183e+03, 0.00000000e+00
3.04417945e-02, 9.93915945e-02, -6.93940073e-02, 3.54076433e+00, 4.57287850e+06, 3.46691113e+03, 0.00000000e+00
3.42186652e-02, 1.01878256e-01, -6.76114932e-02, 3.54052734e+00, 4.57248800e+06, 3.46684766e+03, 0.00000000e+00
3.78916077e-02, 1.06851578e-01, -6.56236038e-02, 3.54030442e+00, 4.57212250e+06, 3.46678809e+03, 0.00000000e+00
4.14494611e-02, 1.11824892e-01, -6.34363741e-02, 3.54001832e+00, 4.57164500e+06, 3.46670605e+03, 0.00000000e+00
4.61425222e-02, 1.16176538e-01, -6.01294339e-02, 3.53988028e+00, 4.57141150e+06, 3.46666455e+03, 0.00000000e+00
4.97910492e-02, 1.09338231e-01, -5.71615063e-02, 3.54014730e+00, 4.57187350e+06, 3.46675391e+03, 0.00000000e+00
5.28646260e-02, 1.04364909e-01, -5.43315560e-02, 3.54040313e+00, 4.57231250e+06, 3.46683545e+03, 0.00000000e+00
5.57776168e-02, 9.93916020e-02, -5.13365753e-02, 3.54074717e+00, 4.57289150e+06, 3.46693848e+03, 0.00000000e+00
5.57776168e-02, 9.44182798e-02, -5.13365753e-02, 3.54121542e+00, 4.57365600e+06, 3.46705908e+03, 0.00000000e+00
5.85211888e-02, 8.94449577e-02, -4.81856465e-02, 3.54183865e+00, 4.57467900e+06, 3.46722388e+03, 0.00000000e+00
6.13842532e-02, 8.26066360e-02, -4.44595851e-02, 3.54310226e+00, 4.57673500e+06, 3.46754541e+03, 0.00000000e+00
9.02975080e-06, 6.45408779e-02, -7.43832290e-02, 3.54593778e+00, 4.58116000e+06, 3.46812134e+03, 0.00000000e+00
4.14401526e-03, 6.94906563e-02, -7.51434565e-02, 3.54568481e+00, 4.58074300e+06, 3.46805688e+03, 0.00000000e+00
6.38151839e-02, 6.70158863e-02, -3.92190181e-02, 3.54589725e+00, 4.58120150e+06, 3.46819580e+03, 0.00000000e+00
6.49229363e-02, 6.21100292e-02, -3.51264402e-02, 3.54590702e+00, 4.58127450e+06, 3.46823560e+03, 0.00000000e+00
6.45592585e-02, 7.69928843e-02, -3.96763124e-02, 3.54447174e+00, 4.57896750e+06, 3.46789502e+03, 0.00000000e+00
4.54638265e-02, 3.04114781e-02, -2.51869150e-02, 3.49855614e+00, 4.51297950e+06, 3.46085840e+03, 0.00000000e+00
3.87317799e-02, 2.67919395e-02, -2.57208329e-02, 3.44477010e+00, 4.43151050e+06, 3.45115552e+03, 0.00000000e+00
3.26842889e-02, 2.16042176e-02, -2.31458135e-02, 3.23580551e+00, 4.10929900e+06, 3.40772925e+03, 0.00000000e+00
6.53935522e-02, 5.73176518e-02, -3.08518559e-02, 3.54538584e+00, 4.58054000e+06, 3.46817871e+03, 0.00000000e+00
6.18103780e-02, 4.60937992e-02, -2.50975527e-02, 3.54142785e+00, 4.57464200e+06, 3.46751685e+03, 0.00000000e+00
5.41786551e-02, 3.67286876e-02, -2.41767094e-02, 3.53032613e+00, 4.55831500e+06, 3.46570752e+03, 0.00000000e+00
2.69852374e-02, 1.35294888e-02, -2.14522127e-02, 2.81347728e+00, 3.47390575e+06, 3.30623340e+03, 0.00000000e+00
2.29470283e-02, 6.12095697e-03, -2.23200340e-02, 2.31659031e+00, 2.75796725e+06, 3.17077832e+03, 0.00000000e+00
1.99946575e-02, 1.91855594e-03, -2.42752265e-02, 1.88794541e+00, 2.16246675e+06, 3.03233105e+03, 0.00000000e+00
1.63908619e-02, -1.89769105e-03, -2.70297658e-02, 1.35991991e+00, 1.46019788e+06, 2.82614746e+03, 0.00000000e+00
1.27002867e-02, 6.61379658e-03, -2.94884574e-02, 2.38443136e+00, 2.85427325e+06, 3.19073413e+03, 0.00000000e+00
8.83325189e-03, 3.02019063e-02, -5.09502999e-02, 3.49551773e+00, 4.50834150e+06, 3.46017407e+03, 0.00000000e+00
5.77007281e-03, 3.32971290e-02, -5.53598367e-02, 3.51822186e+00, 4.54071050e+06, 3.46373047e+03, 0.00000000e+00
1.00390678e-02, 1.56743284e-02, -3.41876410e-02, 2.98920321e+00, 3.73519125e+06, 3.34916284e+03, 0.00000000e+00
6.45366637e-03, 1.94612630e-02, -3.76817845e-02, 3.16782141e+00, 4.00528200e+06, 3.39155859e+03, 0.00000000e+00
5.46471169e-03, 2.67880317e-02, -4.61665764e-02, 3.44367528e+00, 4.42934550e+06, 3.45062012e+03, 0.00000000e+00
4.13603469e-04, 4.04678844e-02, -6.26827255e-02, 3.53615761e+00, 4.56668900e+06, 3.46652612e+03, 0.00000000e+00
-5.60171716e-03, 4.82181907e-02, -6.78332373e-02, 3.54269981e+00, 4.57638500e+06, 3.46761646e+03, 0.00000000e+00
-1.11395968e-02, 5.32349013e-02, -6.97468892e-02, 3.54427576e+00, 4.57873050e+06, 3.46787476e+03, 0.00000000e+00
-8.01743194e-03, 5.96864484e-02, -7.26394057e-02, 3.54563689e+00, 4.58074400e+06, 3.46809180e+03, 0.00000000e+00
4.16814722e-03, 7.44982287e-02, -7.55816251e-02, 3.54487371e+00, 4.57947050e+06, 3.46788525e+03, 0.00000000e+00
8.34201556e-03, 7.94983134e-02, -7.53458515e-02, 3.54374862e+00, 4.57768700e+06, 3.46763306e+03, 0.00000000e+00
1.24802860e-02, 8.44716355e-02, -7.47718513e-02, 3.54268932e+00, 4.57598450e+06, 3.46738086e+03, 0.00000000e+00
1.70864109e-02, 9.13099498e-02, -7.38426372e-02, 3.54153514e+00, 4.57412450e+06, 3.46710156e+03, 0.00000000e+00
2.26224065e-02, 9.93915945e-02, -7.23219067e-02, 3.54076481e+00, 4.57287650e+06, 3.46690918e+03, 0.00000000e+00
2.65724584e-02, 1.01878256e-01, -7.09657371e-02, 3.54061627e+00, 4.57263550e+06, 3.46687231e+03, 0.00000000e+00
3.04417964e-02, 1.06851578e-01, -6.93940073e-02, 3.54030633e+00, 4.57212100e+06, 3.46678564e+03, 0.00000000e+00
3.42186652e-02, 1.11824892e-01, -6.76114932e-02, 3.54002333e+00, 4.57164300e+06, 3.46669995e+03, 0.00000000e+00
3.78916077e-02, 1.16798215e-01, -6.56236038e-02, 3.53986192e+00, 4.57136600e+06, 3.46664795e+03, 0.00000000e+00
4.01392058e-02, 1.22393191e-01, -6.42924979e-02, 3.53975010e+00, 4.57116950e+06, 3.46660815e+03, 0.00000000e+00
4.48814221e-02, 1.26744851e-01, -6.10564426e-02, 3.53965473e+00, 4.57099700e+06, 3.46657129e+03, 0.00000000e+00
4.81770486e-02, 1.21771537e-01, -5.84910512e-02, 3.53973818e+00, 4.57115750e+06, 3.46661108e+03, 0.00000000e+00
5.13263233e-02, 1.16798215e-01, -5.57480007e-02, 3.53985310e+00, 4.57136950e+06, 3.46665918e+03, 0.00000000e+00
5.43196909e-02, 1.11824892e-01, -5.28356172e-02, 3.54005814e+00, 4.57173500e+06, 3.46673584e+03, 0.00000000e+00
5.71480580e-02, 1.06851578e-01, -4.97627445e-02, 3.54028487e+00, 4.57213100e+06, 3.46681421e+03, 0.00000000e+00
6.07640855e-02, 1.01256587e-01, -4.53034975e-02, 3.54055309e+00, 4.57259950e+06, 3.46690698e+03, 0.00000000e+00
6.10870048e-02, 9.44182798e-02, -4.48883511e-02, 3.54119968e+00, 4.57366300e+06, 3.46707983e+03, 0.00000000e+00
6.34672716e-02, 8.94449577e-02, -4.14546989e-02, 3.54181767e+00, 4.57468950e+06, 3.46725220e+03, 0.00000000e+00
6.56547397e-02, 8.44716355e-02, -3.78951281e-02, 3.54264998e+00, 4.57606050e+06, 3.46747705e+03, 0.00000000e+00
-8.16027634e-03, 6.45407587e-02, -7.39344358e-02, 3.54593992e+00, 4.58116150e+06, 3.46812109e+03, 0.00000000e+00
-4.13378328e-03, 6.94907382e-02, -7.51438364e-02, 3.54568338e+00, 4.58074100e+06, 3.46805713e+03, 0.00000000e+00
6.71209544e-02, 7.13566244e-02, -3.45489755e-02, 3.54545164e+00, 4.58054150e+06, 3.46813330e+03, 0.00000000e+00
6.81222305e-02, 6.45407587e-02, -2.98705865e-02, 3.54591918e+00, 4.58132300e+06, 3.46826294e+03, 0.00000000e+00
6.76427782e-02, 7.94983134e-02, -3.42204683e-02, 3.54372025e+00, 4.57781300e+06, 3.46775659e+03, 0.00000000e+00
4.22755219e-02, 2.74758171e-02, -2.17198543e-02, 3.45092392e+00, 4.44135950e+06, 3.45254932e+03, 0.00000000e+00
5.10733649e-02, 3.24865878e-02, -1.95516851e-02, 3.51781058e+00, 4.54034550e+06, 3.46381421e+03, 0.00000000e+00
3.14706042e-02, 1.77843813e-02, -1.93408448e-02, 3.05530262e+00, 3.83542500e+06, 3.36634082e+03, 0.00000000e+00
3.81556526e-02, 2.36392524e-02, -1.80012882e-02, 3.34302807e+00, 4.27246050e+06, 3.43092456e+03, 0.00000000e+00
6.73147961e-02, 5.67077138e-02, -2.57421844e-02, 3.54525352e+00, 4.58037400e+06, 3.46817993e+03, 0.00000000e+00
6.18256889e-02, 4.39803898e-02, -2.12170947e-02, 3.54048777e+00, 4.57324900e+06, 3.46736304e+03, 0.00000000e+00
6.60786629e-02, 5.04122041e-02, -2.06579585e-02, 3.54343939e+00, 4.57767400e+06, 3.46788232e+03, 0.00000000e+00
5.65096438e-02, 3.67286876e-02, -1.80693101e-02, 3.53042555e+00, 4.55846600e+06, 3.46572681e+03, 0.00000000e+00
2.66440604e-02, 8.64267349e-03, -1.87596064e-02, 2.49270964e+00, 3.00910300e+06, 3.22335913e+03, 0.00000000e+00
2.48572417e-02, -3.02528817e-04, -1.91452000e-02, 1.62118375e+00, 1.80313100e+06, 2.93887622e+03, 0.00000000e+00
2.27592811e-02, -1.05110938e-02, -2.76316442e-02, 4.93359566e-01, 4.69182500e+05, 2.58199414e+03, 0.00000000e+00
2.54203621e-02, -1.00143366e-02, -2.47615874e-02, 4.96703327e-01, 4.72526813e+05, 2.58387573e+03, 0.00000000e+00
1.57519020e-02, -7.37966923e-03, -2.99213808e-02, 7.00296044e-01, 6.68311125e+05, 2.59977881e+03, 0.00000000e+00
1.14363246e-02, -2.28688889e-03, -2.95241959e-02, 1.28022647e+00, 1.35554475e+06, 2.79166309e+03, 0.00000000e+00
2.15282720e-02, -1.47565091e-02, -3.18471156e-02, 4.30241406e-01, 4.07820813e+05, 2.55083057e+03, 0.00000000e+00
7.93440267e-03, 7.71117816e-03, -3.13295387e-02, 2.45722342e+00, 2.95825650e+06, 3.21260815e+03, 0.00000000e+00
3.59493104e-04, 3.32972929e-02, -5.56586608e-02, 3.51819777e+00, 4.54067050e+06, 3.46372266e+03, 0.00000000e+00
1.32029981e-03, 2.76627745e-02, -4.77930345e-02, 3.45340919e+00, 4.44436600e+06, 3.45246973e+03, 0.00000000e+00
2.43816362e-03, 2.13402696e-02, -3.97079140e-02, 3.22654104e+00, 4.09451650e+06, 3.40515747e+03, 0.00000000e+00
4.35811188e-03, 1.09352218e-02, -3.31056826e-02, 2.70076561e+00, 3.30981100e+06, 3.27668774e+03, 0.00000000e+00
-3.84745072e-03, 3.94998044e-02, -6.17473535e-02, 3.53565693e+00, 4.56595450e+06, 3.46644507e+03, 0.00000000e+00
-8.96024145e-03, 4.39803936e-02, -6.47479370e-02, 3.54023790e+00, 4.57271350e+06, 3.46719775e+03, 0.00000000e+00
-1.44869601e-02, 4.87523377e-02, -6.68044016e-02, 3.54257774e+00, 4.57619400e+06, 3.46758936e+03, 0.00000000e+00
-1.93972271e-02, 5.49649000e-02, -6.86722025e-02, 3.54477215e+00, 4.57945850e+06, 3.46794922e+03, 0.00000000e+00
-1.59602836e-02, 5.96864484e-02, -7.13164210e-02, 3.54563022e+00, 4.58072550e+06, 3.46808350e+03, 0.00000000e+00
-4.15791851e-03, 7.44982585e-02, -7.55819902e-02, 3.54487252e+00, 4.57946900e+06, 3.46788525e+03, 0.00000000e+00
9.30043279e-06, 7.94983134e-02, -7.58060440e-02, 3.54374790e+00, 4.57768200e+06, 3.46762988e+03, 0.00000000e+00
4.69833473e-03, 8.63366351e-02, -7.56479129e-02, 3.54226542e+00, 4.57529250e+06, 3.46727124e+03, 0.00000000e+00
1.04090637e-02, 9.19316113e-02, -7.50591978e-02, 3.54159522e+00, 4.57421550e+06, 3.46711084e+03, 0.00000000e+00
1.45284049e-02, 9.69049335e-02, -7.43717477e-02, 3.54091597e+00, 4.57311550e+06, 3.46694263e+03, 0.00000000e+00
1.86036434e-02, 1.01878256e-01, -7.34583884e-02, 3.54062009e+00, 4.57263350e+06, 3.46686719e+03, 0.00000000e+00
2.26224102e-02, 1.06851578e-01, -7.23218992e-02, 3.54030704e+00, 4.57211900e+06, 3.46678320e+03, 0.00000000e+00
2.65724584e-02, 1.11824892e-01, -7.09657371e-02, 3.54007387e+00, 4.57172800e+06, 3.46671558e+03, 0.00000000e+00
2.90084966e-02, 1.17419876e-01, -7.00227693e-02, 3.53987265e+00, 4.57138300e+06, 3.46665015e+03, 0.00000000e+00
3.42186652e-02, 1.21771537e-01, -6.76114932e-02, 3.53974700e+00, 4.57115550e+06, 3.46660083e+03, 0.00000000e+00
3.97024527e-02, 1.29231527e-01, -6.45778775e-02, 3.53963447e+00, 4.57095000e+06, 3.46655518e+03, 0.00000000e+00
4.48814221e-02, 1.36691496e-01, -6.10564426e-02, 3.53956389e+00, 4.57080700e+06, 3.46651611e+03, 0.00000000e+00
4.81770486e-02, 1.34204835e-01, -5.84910549e-02, 3.53957844e+00, 4.57084200e+06, 3.46652832e+03, 0.00000000e+00
5.13263233e-02, 1.26744851e-01, -5.57480007e-02, 3.53965139e+00, 4.57099800e+06, 3.46657544e+03, 0.00000000e+00
5.54109886e-02, 1.21149875e-01, -5.17136678e-02, 3.53974485e+00, 4.57119100e+06, 3.46662988e+03, 0.00000000e+00
5.85211888e-02, 1.14311546e-01, -4.81856465e-02, 3.53993416e+00, 4.57154500e+06, 3.46671289e+03, 0.00000000e+00
6.10870048e-02, 1.09338231e-01, -4.48883511e-02, 3.54011869e+00, 4.57187950e+06, 3.46678613e+03, 0.00000000e+00
6.34672716e-02, 1.04364909e-01, -4.14546989e-02, 3.54036474e+00, 4.57232000e+06, 3.46687817e+03, 0.00000000e+00
6.56547397e-02, 9.93916020e-02, -3.78951281e-02, 3.54069901e+00, 4.57290150e+06, 3.46699219e+03, 0.00000000e+00
6.56547397e-02, 9.44182798e-02, -3.78951281e-02, 3.54117036e+00, 4.57367000e+06, 3.46711401e+03, 0.00000000e+00
6.78653866e-02, 8.75799656e-02, -3.37486304e-02, 3.54211879e+00, 4.57523000e+06, 3.46736719e+03, 0.00000000e+00
-1.62447374e-02, 6.45407587e-02, -7.25878701e-02, 3.54593706e+00, 4.58114850e+06, 3.46811328e+03, 0.00000000e+00
-1.23646241e-02, 6.94906563e-02, -7.42349550e-02, 3.54568529e+00, 4.58073850e+06, 3.46805322e+03, 0.00000000e+00
6.93248063e-02, 7.44982362e-02, -3.03977989e-02, 3.54486561e+00, 4.57965750e+06, 3.46803491e+03, 0.00000000e+00
7.04832226e-02, 6.94906563e-02, -2.63785534e-02, 3.54568172e+00, 4.58095250e+06, 3.46821948e+03, 0.00000000e+00
6.98194504e-02, 6.21100329e-02, -2.39603575e-02, 3.54588366e+00, 4.58130450e+06, 3.46828101e+03, 0.00000000e+00
7.07992762e-02, 8.13633054e-02, -2.70581562e-02, 3.54316354e+00, 4.57696100e+06, 3.46765625e+03, 0.00000000e+00
4.59761694e-02, 2.84663327e-02, -1.72085781e-02, 3.47215843e+00, 4.47340600e+06, 3.45629150e+03, 0.00000000e+00
5.29143699e-02, 3.24865840e-02, -1.38139958e-02, 3.51799631e+00, 4.54056800e+06, 3.46380835e+03, 0.00000000e+00
3.38303410e-02, 1.73638575e-02, -1.40120238e-02, 3.04498219e+00, 3.82011850e+06, 3.36427173e+03, 0.00000000e+00
2.97852736e-02, 1.04683777e-02, -1.47417728e-02, 2.63900232e+00, 3.22172550e+06, 3.26254272e+03, 0.00000000e+00
4.13580388e-02, 2.48951018e-02, -1.41930580e-02, 3.37188578e+00, 4.31671200e+06, 3.43679224e+03, 0.00000000e+00
6.91780448e-02, 5.49648926e-02, -1.75077505e-02, 3.54476476e+00, 4.57967850e+06, 3.46812524e+03, 0.00000000e+00
6.35853037e-02, 4.44857739e-02, -1.65403448e-02, 3.54036164e+00, 4.57306750e+06, 3.46734790e+03, 0.00000000e+00
6.79502860e-02, 5.04122078e-02, -1.32626826e-02, 3.54345179e+00, 4.57772500e+06, 3.46790967e+03, 0.00000000e+00
5.91404662e-02, 3.81371118e-02, -1.32461432e-02, 3.53333402e+00, 4.56272000e+06, 3.46619409e+03, 0.00000000e+00
2.71478817e-02, -4.16380772e-03, -1.72833558e-02, 1.07841921e+00, 1.10517775e+06, 2.71794409e+03, 0.00000000e+00
2.78607383e-02, -1.03440369e-02, -2.23170109e-02, 4.93009865e-01, 4.69237500e+05, 2.58384473e+03, 0.00000000e+00
2.87955683e-02, 2.46708724e-03, -1.27508780e-02, 1.97910702e+00, 2.28958800e+06, 3.06721558e+03, 0.00000000e+00
2.68047284e-02, -2.09192038e-02, -3.25431451e-02, 4.04381633e-01, 3.73502938e+05, 2.48157031e+03, 0.00000000e+00
3.16195786e-02, -2.30969731e-02, -2.98013221e-02, 4.00133312e-01, 3.67353875e+05, 2.46655176e+03, 0.00000000e+00
1.98994055e-02, -1.88229680e-02, -3.57468240e-02, 4.14049149e-01, 3.86714313e+05, 2.50961963e+03, 0.00000000e+00
1.46699492e-02, -1.16601791e-02, -3.34408619e-02, 4.65587676e-01, 4.42642281e+05, 2.57129907e+03, 0.00000000e+00
8.82676616e-03, -7.37967109e-03, -3.26419920e-02, 7.02112556e-01, 6.69854250e+05, 2.59886475e+03, 0.00000000e+00
5.07370802e-03, -1.25040859e-03, -3.11090220e-02, 1.51893401e+00, 1.66783538e+06, 2.89333862e+03, 0.00000000e+00
2.57509574e-02, -2.74484213e-02, -3.80825140e-02, 3.86355519e-01, 3.48770813e+05, 2.42541772e+03, 0.00000000e+00
-3.40841664e-03, 3.24867405e-02, -5.45816235e-02, 3.51659894e+00, 4.53838500e+06, 3.46347388e+03, 0.00000000e+00
-1.88791822e-03, 2.32911501e-02, -4.17866968e-02, 3.33094144e+00, 4.25287750e+06, 3.42737744e+03, 0.00000000e+00
-5.94035443e-03, 2.94803698e-02, -5.03249578e-02, 3.49232769e+00, 4.50357400e+06, 3.45961353e+03, 0.00000000e+00
4.62015276e-04, 1.31224571e-02, -3.42576317e-02, 2.79893064e+00, 3.45212950e+06, 3.30206592e+03, 0.00000000e+00
1.12092891e-03, 8.68826988e-04, -3.13660204e-02, 1.72473037e+00, 1.94017500e+06, 2.97624219e+03, 0.00000000e+00
-9.37085971e-03, 3.67286876e-02, -5.85835055e-02, 3.52968717e+00, 4.55723100e+06, 3.46549341e+03, 0.00000000e+00
-1.40902130e-02, 4.04676981e-02, -6.10799044e-02, 3.53613424e+00, 4.56665150e+06, 3.46651953e+03, 0.00000000e+00
-1.81356799e-02, 4.60631251e-02, -6.42049536e-02, 3.54120278e+00, 4.57414300e+06, 3.46735498e+03, 0.00000000e+00
-2.26077624e-02, 4.87523414e-02, -6.45103827e-02, 3.54258680e+00, 4.57620600e+06, 3.46758984e+03, 0.00000000e+00
-2.68346574e-02, 5.49649000e-02, -6.61212876e-02, 3.54477692e+00, 4.57946900e+06, 3.46795117e+03, 0.00000000e+00
-2.37094704e-02, 5.96864484e-02, -6.91275895e-02, 3.54563308e+00, 4.58072550e+06, 3.46808105e+03, 0.00000000e+00
-1.24366917e-02, 7.44982287e-02, -7.46678263e-02, 3.54487419e+00, 4.57946600e+06, 3.46788135e+03, 0.00000000e+00
-8.31627194e-03, 7.94983134e-02, -7.53486976e-02, 3.54374838e+00, 4.57768100e+06, 3.46762915e+03, 0.00000000e+00
-3.63917439e-03, 8.63366351e-02, -7.57064968e-02, 3.54226303e+00, 4.57529000e+06, 3.46727173e+03, 0.00000000e+00
2.08815094e-03, 9.19316113e-02, -7.57487342e-02, 3.54159594e+00, 4.57421200e+06, 3.46710791e+03, 0.00000000e+00
6.25811052e-03, 9.93915945e-02, -7.55186528e-02, 3.54077244e+00, 4.57287200e+06, 3.46689844e+03, 0.00000000e+00
1.04090637e-02, 1.01878256e-01, -7.50591978e-02, 3.54053378e+00, 4.57248250e+06, 3.46683691e+03, 0.00000000e+00
1.45284049e-02, 1.06851578e-01, -7.43717477e-02, 3.54024339e+00, 4.57200450e+06, 3.46675830e+03, 0.00000000e+00
1.86036453e-02, 1.11824892e-01, -7.34583884e-02, 3.54007721e+00, 4.57172650e+06, 3.46671094e+03, 0.00000000e+00
2.11286377e-02, 1.17419876e-01, -7.27891549e-02, 3.53987718e+00, 4.57138200e+06, 3.46664600e+03, 0.00000000e+00
2.85307318e-02, 1.24258183e-01, -7.02323541e-02, 3.53971314e+00, 4.57109400e+06, 3.46658716e+03, 0.00000000e+00
3.23566869e-02, 1.29231527e-01, -6.85538575e-02, 3.53963947e+00, 4.57094950e+06, 3.46655029e+03, 0.00000000e+00
4.14494611e-02, 1.36691496e-01, -6.34363741e-02, 3.53955650e+00, 4.57078500e+06, 3.46650586e+03, 0.00000000e+00
3.78916077e-02, 1.36691496e-01, -6.56236038e-02, 3.53956914e+00, 4.57080550e+06, 3.46650977e+03, 0.00000000e+00
4.48814221e-02, 1.46638140e-01, -6.10564426e-02, 3.53951502e+00, 4.57066950e+06, 3.46645923e+03, 0.00000000e+00
4.93851602e-02, 1.41043156e-01, -5.74959740e-02, 3.53953075e+00, 4.57072900e+06, 3.46648901e+03, 0.00000000e+00
5.28646260e-02, 1.34204820e-01, -5.43315560e-02, 3.53957272e+00, 4.57084200e+06, 3.46653442e+03, 0.00000000e+00
5.57776168e-02, 1.29231527e-01, -5.13365753e-02, 3.53961825e+00, 4.57095250e+06, 3.46657300e+03, 0.00000000e+00
5.85211925e-02, 1.24258183e-01, -4.81856465e-02, 3.53968596e+00, 4.57109850e+06, 3.46661792e+03, 0.00000000e+00
6.10870048e-02, 1.19284876e-01, -4.48883511e-02, 3.53977990e+00, 4.57129150e+06, 3.46667188e+03, 0.00000000e+00
6.34672716e-02, 1.14311546e-01, -4.14546989e-02, 3.53990960e+00, 4.57154700e+06, 3.46673828e+03, 0.00000000e+00
6.59030080e-02, 1.11203231e-01, -3.74362655e-02, 3.53998852e+00, 4.57171100e+06, 3.46678564e+03, 0.00000000e+00
6.76427782e-02, 1.04364909e-01, -3.42204683e-02, 3.54032993e+00, 4.57232300e+06, 3.46691528e+03, 0.00000000e+00
6.94253445e-02, 9.93916020e-02, -3.04418728e-02, 3.54066610e+00, 4.57290600e+06, 3.46702832e+03, 0.00000000e+00
6.94253445e-02, 9.44182798e-02, -3.04418728e-02, 3.54113865e+00, 4.57367700e+06, 3.46715039e+03, 0.00000000e+00
7.09970295e-02, 8.94449577e-02, -2.65708119e-02, 3.54176474e+00, 4.57470900e+06, 3.46731982e+03, 0.00000000e+00
-2.41320785e-02, 6.45407587e-02, -7.03600273e-02, 3.54594064e+00, 4.58115000e+06, 3.46811133e+03, 0.00000000e+00
-2.00147871e-02, 7.13566169e-02, -7.27891624e-02, 3.54543972e+00, 4.58034500e+06, 3.46799585e+03, 0.00000000e+00
7.22482875e-02, 7.44982362e-02, -2.25862805e-02, 3.54485369e+00, 4.57967500e+06, 3.46806055e+03, 0.00000000e+00
7.29574859e-02, 6.94906563e-02, -1.84639823e-02, 3.54566646e+00, 4.58097000e+06, 3.46824756e+03, 0.00000000e+00
7.21099451e-02, 6.45407587e-02, -1.82495508e-02, 3.54589605e+00, 4.58134500e+06, 3.46830225e+03, 0.00000000e+00
7.08468631e-02, 5.96864484e-02, -1.79299843e-02, 3.54557323e+00, 4.58088300e+06, 3.46825977e+03, 0.00000000e+00
7.23530576e-02, 8.44716355e-02, -2.26190314e-02, 3.54260731e+00, 4.57608600e+06, 3.46753809e+03, 0.00000000e+00
